alert_sk,sensor_id,sensor_name,equipment_name,process_area,kpi_date,avg_reading,stddev_reading,min_reading,max_reading,total_readings,stability_level,signal_quality,coefficient_of_variation,has_outlier,expected_lower,expected_upper,range_violated,prev_stddev,volatility_trend,spike_status,alert_severity
81ef2fc131dee9ed153bef13d047587d,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-17,6.42,0.32,5.85,7.26,11266,STABLE,CLEAN,0.0498,True,6.1,6.74,True,0.36,IMPROVING,NORMAL,WARNING
f4f0637350ccbd58a913d3e489faa016,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-18,6.48,0.43,5.71,7.93,10042,STABLE,CLEAN,0.0664,True,6.05,6.91,True,0.32,INCREASING,NORMAL,WARNING
b171874cbc443e38e07132c18d3b4169,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-19,6.42,0.43,5.72,7.16,13246,STABLE,CLEAN,0.067,False,5.99,6.85,True,0.43,STEADY,NORMAL,OK
3ecf04eca23f31ece2385990e54d0938,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-20,6.49,0.43,5.78,7.25,9009,STABLE,CLEAN,0.0663,False,6.06,6.92,True,0.43,STEADY,NORMAL,OK
dbd249a7281daddbe2e252d262933ac1,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-21,6.46,0.35,5.84,7.14,8088,STABLE,CLEAN,0.0542,False,6.11,6.81,True,0.43,IMPROVING,NORMAL,OK
0be2c498f7b243c59b0fb7ade2f36d8d,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-22,6.4,0.43,5.61,7.61,14173,STABLE,CLEAN,0.0672,True,5.97,6.83,True,0.35,INCREASING,NORMAL,WARNING
db1ffd0859545c39604d622532d3b53e,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-23,6.44,0.41,5.68,7.2,10877,STABLE,CLEAN,0.0637,False,6.03,6.85,True,0.43,STEADY,NORMAL,OK
ad1b49c0e6880406636cc8c2c9e43593,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-24,6.37,0.39,5.69,7.02,12966,STABLE,CLEAN,0.0612,False,5.98,6.76,True,0.41,STEADY,NORMAL,OK
ef45cea93e2ffd35b4524f2052edeb16,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-25,6.44,0.38,5.71,7.76,12827,STABLE,CLEAN,0.059,True,6.06,6.82,True,0.39,STEADY,NORMAL,WARNING
c9f04311f5e53aeaff749782c13e08d1,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-26,6.51,0.38,5.77,7.24,12074,STABLE,CLEAN,0.0584,False,6.13,6.89,True,0.38,STEADY,NORMAL,OK
46fb8c88f730e1c4f1004c387dd58853,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-27,6.32,0.45,5.54,7.14,8096,STABLE,CLEAN,0.0712,False,5.87,6.77,True,0.38,INCREASING,NORMAL,OK
ad1ac1dfc0a9ee7eed9595d75a409d62,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-28,6.43,0.44,5.66,7.27,13301,STABLE,CLEAN,0.0684,False,5.99,6.87,True,0.45,STEADY,NORMAL,OK
eaa5f0f353183ac827a5f774a2c24712,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-29,6.47,0.36,5.87,7.09,13918,STABLE,CLEAN,0.0556,False,6.11,6.83,True,0.44,IMPROVING,NORMAL,OK
c7fc07daecadbec1545802971d396596,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-09-30,6.58,0.35,5.98,7.24,12744,STABLE,CLEAN,0.0532,False,6.23,6.93,True,0.36,STEADY,NORMAL,OK
9c53e7f6b3238864043b00c34f70e6f0,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-01,6.45,0.35,5.81,7.04,15540,STABLE,CLEAN,0.0543,False,6.1,6.8,True,0.35,STEADY,NORMAL,OK
d46c5d73d2848e0d130eb525e83e438e,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-02,6.45,0.36,5.81,7.05,11607,STABLE,CLEAN,0.0558,False,6.09,6.81,True,0.35,STEADY,NORMAL,OK
e74eada4e052fb7a7135ff86b975cdb2,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-03,6.39,0.37,5.69,7.06,8707,STABLE,CLEAN,0.0579,False,6.02,6.76,True,0.36,STEADY,NORMAL,OK
4c4516713ddda77448268ececdcc7d0b,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-04,6.46,0.41,5.79,7.18,10011,STABLE,CLEAN,0.0635,False,6.05,6.87,True,0.37,INCREASING,NORMAL,OK
fc00197e776711bee7bd7ebec6096bba,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-05,6.53,0.41,5.81,7.2,13206,STABLE,CLEAN,0.0628,False,6.12,6.94,True,0.41,STEADY,NORMAL,OK
fa471e02ef8c36ff4a1a8cf3ee04ffbc,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-06,6.51,0.47,5.65,7.32,10150,STABLE,CLEAN,0.0722,False,6.04,6.98,True,0.41,INCREASING,NORMAL,OK
d7d191ab0befe3b60c884224dc390cb2,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-07,6.59,0.42,5.8,7.32,10237,STABLE,CLEAN,0.0637,False,6.17,7.01,True,0.47,IMPROVING,NORMAL,OK
f5df42583e828511d5212d6709680132,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-08,6.48,0.41,5.77,7.18,9642,STABLE,CLEAN,0.0633,False,6.07,6.89,True,0.42,STEADY,NORMAL,OK
b4ea4480ce673507c50fc1f73fba68d3,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-09,6.53,0.41,5.77,7.27,12748,STABLE,CLEAN,0.0628,False,6.12,6.94,True,0.41,STEADY,NORMAL,OK
25c47f20250f1fa4ca9a71cbb33c7962,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-10,6.47,0.49,5.61,7.26,12013,STABLE,CLEAN,0.0757,False,5.98,6.96,True,0.41,INCREASING,NORMAL,OK
113b0483df67c8271cce7be96aa580da,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-11,6.42,0.44,5.63,7.13,13058,STABLE,CLEAN,0.0685,False,5.98,6.86,True,0.49,IMPROVING,NORMAL,OK
2ee567aff083e06c0ca5f6b3b04748c1,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-12,6.61,0.43,5.92,7.31,8025,STABLE,CLEAN,0.0651,False,6.18,7.04,True,0.44,STEADY,NORMAL,OK
ea460daa8afdf818b4da4fefd06b412a,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-13,6.5,0.37,5.78,7.15,11838,STABLE,CLEAN,0.0569,False,6.13,6.87,True,0.43,IMPROVING,NORMAL,OK
4f5f74d2dc323cff7de0495bb4c48bc8,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-14,6.5,0.35,5.91,7.1,15791,STABLE,CLEAN,0.0538,False,6.15,6.85,True,0.37,STEADY,NORMAL,OK
0c246dba91f1a6506d9099d83e0ab998,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-15,6.47,0.45,5.7,7.71,10070,STABLE,CLEAN,0.0696,True,6.02,6.92,True,0.35,INCREASING,NORMAL,WARNING
4809885bb398d27a58ee5ee9d8559524,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-16,6.56,0.36,5.94,7.17,13714,STABLE,CLEAN,0.0549,False,6.2,6.92,True,0.45,IMPROVING,NORMAL,OK
3e4ed5d952896f02785905f65d28bcba,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-17,6.45,0.34,5.83,7.11,13440,STABLE,CLEAN,0.0527,False,6.11,6.79,True,0.36,STEADY,NORMAL,OK
2843006db4ff59a466628bba25764297,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-18,6.55,0.35,5.96,7.12,11433,STABLE,CLEAN,0.0534,False,6.2,6.9,True,0.34,STEADY,NORMAL,OK
554b93090b52cdf25ad3e91275fb126b,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-19,6.53,0.38,5.83,7.22,10741,STABLE,CLEAN,0.0582,False,6.15,6.91,True,0.35,STEADY,NORMAL,OK
d6d2e4f2cf5197e3364d255a5c7fed4d,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-20,6.52,0.42,5.83,7.26,11909,STABLE,CLEAN,0.0644,False,6.1,6.94,True,0.38,INCREASING,NORMAL,OK
37136601e0d184bb5ac1398638dda99a,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-21,6.53,0.39,5.89,7.16,10732,STABLE,CLEAN,0.0597,False,6.14,6.92,True,0.42,STEADY,NORMAL,OK
4651eea1178316c35b643de3fe61acbf,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-22,6.47,0.35,5.86,7.07,14596,STABLE,CLEAN,0.0541,False,6.12,6.82,True,0.39,IMPROVING,NORMAL,OK
d0fdece397a46d2266467d254e71e6f2,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-23,6.52,0.42,5.75,7.22,8262,STABLE,CLEAN,0.0644,False,6.1,6.94,True,0.35,INCREASING,NORMAL,OK
19c6e9b8f0bbb96ffd11a9c2f9a46f5f,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-24,6.47,0.37,5.77,7.17,8359,STABLE,CLEAN,0.0572,False,6.1,6.84,True,0.42,IMPROVING,NORMAL,OK
fb62aafd1447beec7466f0a575a62193,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-25,6.55,0.4,5.86,7.31,12033,STABLE,CLEAN,0.0611,False,6.15,6.95,True,0.37,STEADY,NORMAL,OK
a9ffad7846ef3bc631416d556591e8fe,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-26,6.52,0.33,5.98,7.12,15416,STABLE,CLEAN,0.0506,False,6.19,6.85,True,0.4,IMPROVING,NORMAL,OK
5abfe25c769f1067f0bc5719679f13f5,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-27,6.58,0.36,5.98,7.17,15954,STABLE,CLEAN,0.0547,False,6.22,6.94,True,0.33,STEADY,NORMAL,OK
e6c046b2dd192574febcce73f732cf0a,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-28,6.51,0.42,5.71,7.25,13273,STABLE,CLEAN,0.0645,False,6.09,6.93,True,0.36,INCREASING,NORMAL,OK
f836b1541be32b50cbbae01894d41b1f,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-29,6.55,0.42,5.81,7.3,11585,STABLE,CLEAN,0.0641,False,6.13,6.97,True,0.42,STEADY,NORMAL,OK
e15ccbd2c0dd66579d8ef0f6c79b92d4,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-30,6.63,0.38,5.92,7.29,8397,STABLE,CLEAN,0.0573,False,6.25,7.01,True,0.42,STEADY,NORMAL,OK
9b0cff42f8fcba67ba18011e0823f02f,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-10-31,6.48,0.41,5.8,7.26,9214,STABLE,CLEAN,0.0633,False,6.07,6.89,True,0.38,STEADY,NORMAL,OK
b1b2027ad8242e0cb9fe09e5850c55cd,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-01,6.58,0.4,5.93,7.34,9813,STABLE,CLEAN,0.0608,False,6.18,6.98,True,0.41,STEADY,NORMAL,OK
9340426710a71bd8c7a73f10fc3d4e82,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-02,6.46,0.36,5.87,7.14,14545,STABLE,CLEAN,0.0557,False,6.1,6.82,True,0.4,IMPROVING,NORMAL,OK
08608dfe4f56d85cc916e3650008ebb1,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-03,6.45,0.36,5.85,7.13,8558,STABLE,CLEAN,0.0558,False,6.09,6.81,True,0.36,STEADY,NORMAL,OK
2dffc73595926ee2d3dacd8eb8fea8aa,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-04,6.54,0.37,5.93,7.15,13303,STABLE,CLEAN,0.0566,False,6.17,6.91,True,0.36,STEADY,NORMAL,OK
5466526beaf18f2af7f935a1e3ec9cb0,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-05,6.54,0.42,5.84,7.23,10515,STABLE,CLEAN,0.0642,False,6.12,6.96,True,0.37,INCREASING,NORMAL,OK
6b514f646c1d70663959593e752d2cb1,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-06,6.46,0.37,5.82,7.11,14980,STABLE,CLEAN,0.0573,False,6.09,6.83,True,0.42,IMPROVING,NORMAL,OK
4bb66ee0630cdb5cc5dae0e89f281463,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-07,6.53,0.42,5.76,7.21,14871,STABLE,CLEAN,0.0643,False,6.11,6.95,True,0.37,INCREASING,NORMAL,OK
d7794aecb63533bfc5407dde0ed8149d,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-08,6.39,0.36,5.7,7.06,10026,STABLE,CLEAN,0.0563,False,6.03,6.75,True,0.42,IMPROVING,NORMAL,OK
5fb1671bec90c54fe2718789bc354cd3,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-09,6.53,0.43,5.79,7.23,15509,STABLE,CLEAN,0.0658,False,6.1,6.96,True,0.36,INCREASING,NORMAL,OK
7f3c5e0a824eaf0e420e8a6e9352bbba,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-10,6.39,0.39,5.71,7.1,10946,STABLE,CLEAN,0.061,False,6.0,6.78,True,0.43,STEADY,NORMAL,OK
5b5a2f13fd1ca0ebf7800cd96d528080,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-11,6.51,0.42,5.75,7.33,15980,STABLE,CLEAN,0.0645,False,6.09,6.93,True,0.39,STEADY,NORMAL,OK
0ab83ed84a3b25725bbf375eefa746cd,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-12,6.54,0.38,5.79,7.24,14174,STABLE,CLEAN,0.0581,False,6.16,6.92,True,0.42,STEADY,NORMAL,OK
91cfd35bbcf38726213144b474a8ab04,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-13,6.5,0.4,5.76,7.21,11549,STABLE,CLEAN,0.0615,False,6.1,6.9,True,0.38,STEADY,NORMAL,OK
eb266a26e719eb0dfbc263f95ea1b5e8,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-14,6.45,0.4,5.69,7.66,12496,STABLE,CLEAN,0.062,True,6.05,6.85,True,0.4,STEADY,NORMAL,WARNING
d8ed48f6dac64e5aa11e4480c0fc396b,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-15,6.52,0.42,5.8,7.22,9245,STABLE,CLEAN,0.0644,False,6.1,6.94,True,0.4,STEADY,NORMAL,OK
2fd715eeae8f286725c2fb906827aa44,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-16,6.44,0.4,5.77,7.18,14882,STABLE,CLEAN,0.0621,False,6.04,6.84,True,0.42,STEADY,NORMAL,OK
6593369576bb409f7f277f8868fad7db,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-17,6.42,0.44,5.71,7.16,9319,STABLE,CLEAN,0.0685,False,5.98,6.86,True,0.4,STEADY,NORMAL,OK
724db3186d929a106a45e24c68422c20,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-18,6.5,0.45,5.66,7.36,13665,STABLE,CLEAN,0.0692,False,6.05,6.95,True,0.44,STEADY,NORMAL,OK
8ffdfcf79c98e77594507806a8fd991f,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-19,6.43,0.41,5.68,7.15,14978,STABLE,CLEAN,0.0638,False,6.02,6.84,True,0.45,STEADY,NORMAL,OK
646201aed0447f69ab87f0e9233d629e,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-20,6.45,0.41,5.75,7.13,11489,STABLE,CLEAN,0.0636,False,6.04,6.86,True,0.41,STEADY,NORMAL,OK
15e9b60ddb12e2d74beaa7167d214ef7,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-21,6.39,0.38,5.77,7.0,8809,STABLE,CLEAN,0.0595,False,6.01,6.77,True,0.41,STEADY,NORMAL,OK
eae12bc114a1c6214d6909f0aa3e1f0e,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-22,6.51,0.28,6.04,6.97,14112,STABLE,CLEAN,0.043,False,6.23,6.79,True,0.38,IMPROVING,NORMAL,OK
0b0b96618626291f1e7dba9dbea10685,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-23,6.5,0.44,5.72,7.23,14657,STABLE,CLEAN,0.0677,False,6.06,6.94,True,0.28,DEGRADING,NORMAL,WARNING
429cd4fbafa3b1010db580664b6ced2f,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-24,6.64,0.44,5.91,7.35,12643,STABLE,CLEAN,0.0663,False,6.2,7.08,True,0.44,STEADY,NORMAL,OK
46e353ac588f421943b40baff145c47a,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-25,6.57,0.44,5.74,7.4,15587,STABLE,CLEAN,0.067,False,6.13,7.01,True,0.44,STEADY,NORMAL,OK
60d7339d4943e93ed1a4f40a3c75d98b,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-26,6.47,0.36,5.82,7.08,10304,STABLE,CLEAN,0.0556,False,6.11,6.83,True,0.44,IMPROVING,NORMAL,OK
4e81f8396296c86ce70fd786372cf9dc,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-27,6.5,0.45,5.65,7.8,15091,STABLE,CLEAN,0.0692,True,6.05,6.95,True,0.36,INCREASING,NORMAL,WARNING
ab5b726aab6902bb66cc8eb6c067fb9a,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-28,6.53,0.41,5.81,7.23,11911,STABLE,CLEAN,0.0628,False,6.12,6.94,True,0.45,STEADY,NORMAL,OK
47ab1f49ea16d50b2ada6bca3aedb8ac,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-29,6.58,0.45,5.81,7.33,10118,STABLE,CLEAN,0.0684,False,6.13,7.03,True,0.41,STEADY,NORMAL,OK
848b9e0d7f8f0b5a7d02676e3bab6ee8,S-PRS-401,V-401 Pressure,V-401 Production Separator,Wellhead Platform,2025-11-30,6.59,0.41,5.82,7.34,11697,STABLE,CLEAN,0.0622,False,6.18,7.0,True,0.45,STEADY,NORMAL,OK
1ef80e4d8591d78d071f70cc6e29d11d,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-02,6498.66,4.14,6491.15,6505.43,12895,STABLE,CLEAN,0.0006,False,6494.52,6502.8,True,,NO_HISTORY,NO_HISTORY,OK
e1d3c8415433d61604981044003f9625,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-03,6500.55,3.71,6493.82,6506.69,15000,STABLE,CLEAN,0.0006,False,6496.84,6504.26,True,4.14,IMPROVING,NORMAL,OK
93db8a73c43a84c372ce3e9422455271,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-04,6500.48,4.11,6492.96,6507.74,9121,STABLE,CLEAN,0.0006,False,6496.37,6504.59,True,3.71,INCREASING,NORMAL,OK
515590350a86062024a17c2392b8b5c7,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-05,6500.71,4.42,6493.25,6508.7,10476,STABLE,CLEAN,0.0007,False,6496.29,6505.13,True,4.11,STEADY,NORMAL,OK
257e6d5e913f06277f5a0fe5a7ae27d0,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-06,6499.55,4.66,6490.87,6507.13,11173,STABLE,CLEAN,0.0007,False,6494.89,6504.21,True,4.42,STEADY,NORMAL,OK
1d2acd052239df607d61b0e2a6a32849,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-07,6500.14,4.64,6491.56,6508.01,14195,STABLE,CLEAN,0.0007,False,6495.5,6504.78,True,4.66,STEADY,NORMAL,OK
6ba549e52c88f53d9a8f1186dab06d74,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-08,6499.82,2.99,6494.44,6505.11,12658,STABLE,CLEAN,0.0005,False,6496.83,6502.81,True,4.64,IMPROVING,NORMAL,OK
934092071709a0cb96078dc8df643957,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-09,6500.11,4.78,6491.83,6508.77,10609,STABLE,CLEAN,0.0007,False,6495.33,6504.89,True,2.99,DEGRADING,NORMAL,WARNING
275f153dab10c66bbbdfb9d1aff63e91,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-10,6499.04,4.56,6490.75,6510.26,10980,STABLE,CLEAN,0.0007,True,6494.48,6503.6,True,4.78,STEADY,NORMAL,WARNING
ab7bdde1014ff9488ace87b3ab5b93fb,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-11,6499.98,3.77,6493.37,6507.02,10031,STABLE,CLEAN,0.0006,False,6496.21,6503.75,True,4.56,IMPROVING,NORMAL,OK
238cb9e23814d4934972d73042900a14,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-12,6499.92,3.76,6492.75,6506.26,9407,STABLE,CLEAN,0.0006,False,6496.16,6503.68,True,3.77,STEADY,NORMAL,OK
0bfb588a038cd14868188f4f13efcb10,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-13,6500.16,3.47,6493.85,6506.31,11687,STABLE,CLEAN,0.0005,False,6496.69,6503.63,True,3.76,STEADY,NORMAL,OK
fe854ab0df0b406395f1f99e2dcf91f7,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-14,6500.83,4.26,6492.71,6508.0,12034,STABLE,CLEAN,0.0007,False,6496.57,6505.09,True,3.47,INCREASING,NORMAL,OK
2ed1b91cfc4cea7f05de14d61fd0c0ee,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-15,6499.54,3.52,6493.36,6512.02,10159,STABLE,CLEAN,0.0005,True,6496.02,6503.06,True,4.26,IMPROVING,NORMAL,WARNING
31a7b90214fb563c334375297a37f7cd,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-16,6499.07,3.89,6492.01,6505.76,12313,STABLE,CLEAN,0.0006,False,6495.18,6502.96,True,3.52,INCREASING,NORMAL,OK
207b3747adbda04e52ac84ccdaecf872,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-17,6500.44,4.94,6491.18,6509.49,13788,STABLE,CLEAN,0.0008,False,6495.5,6505.38,True,3.89,INCREASING,NORMAL,OK
b0f8800a9d450a0bf82e3bd807974ec3,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-18,6499.62,4.42,6491.19,6508.12,15439,STABLE,CLEAN,0.0007,False,6495.2,6504.04,True,4.94,IMPROVING,NORMAL,OK
46d8df3738beb4159ee83fabe41b6896,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-19,6499.26,4.6,6491.77,6506.7,9642,STABLE,CLEAN,0.0007,False,6494.66,6503.86,True,4.42,STEADY,NORMAL,OK
983db5820417680498d4de98e7a64bee,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-20,6500.44,3.46,6493.99,6507.13,9269,STABLE,CLEAN,0.0005,False,6496.98,6503.9,True,4.6,IMPROVING,NORMAL,OK
4cef5e8a5f50e4546d036a609244905f,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-21,6499.26,4.14,6491.27,6506.16,9359,STABLE,CLEAN,0.0006,False,6495.12,6503.4,True,3.46,INCREASING,NORMAL,OK
da5cde45b65242775df29eb45212e881,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-22,6499.96,4.5,6492.5,6508.16,11006,STABLE,CLEAN,0.0007,False,6495.46,6504.46,True,4.14,STEADY,NORMAL,OK
693f9534b29146f08e83c1c776c2625a,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-23,6499.78,4.19,6492.58,6506.97,13689,STABLE,CLEAN,0.0006,False,6495.59,6503.97,True,4.5,STEADY,NORMAL,OK
899bbcc7e5607d8f735b9ef8fe4b5395,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-24,6499.46,3.97,6491.79,6506.77,13467,STABLE,CLEAN,0.0006,False,6495.49,6503.43,True,4.19,STEADY,NORMAL,OK
87c896f8c9279f67628a268d79e9bc57,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-25,6499.6,3.87,6492.37,6506.77,9544,STABLE,CLEAN,0.0006,False,6495.73,6503.47,True,3.97,STEADY,NORMAL,OK
662f24aaabaa519527b297e4d0f03917,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-26,6500.0,4.1,6492.01,6506.82,8570,STABLE,CLEAN,0.0006,False,6495.9,6504.1,True,3.87,STEADY,NORMAL,OK
831dca51a97fd6997389aeee80a39c30,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-27,6500.12,3.37,6493.72,6506.36,14215,STABLE,CLEAN,0.0005,False,6496.75,6503.49,True,4.1,IMPROVING,NORMAL,OK
28db2ec2a62df5c72421b4e25eef726c,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-28,6499.24,4.42,6491.66,6506.6,9320,STABLE,CLEAN,0.0007,False,6494.82,6503.66,True,3.37,INCREASING,NORMAL,OK
47b7b299808956648dce8dd601d7452f,S-RPM-501,C-501 Shaft Speed,C-501 Export Gas Compressor,Gas Export,2025-09-29,6499.72,4.3,6491.39,6508.07,12788,STABLE,CLEAN,0.0007,False,6495.42,6504.02,True,4.42,STEADY,NORMAL,OK
